provider,dataset,year,atc_level,variant,source_directory_url,source_file_url,source_filename,local_path,downloaded_at_utc,file_size_bytes,sha256
Assurance Maladie,Open Medic complementary databases,2021,ATC4,age_sex,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2021_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2021_ATC4/NB_2021_atc4_age_sexe.CSV.gz,NB_2021_atc4_age_sexe.CSV.gz,data/raw/open_medic/2021/atc4/NB_2021_atc4_age_sexe.CSV.gz,2026-08-27T12:07:43.017209+00:00,74666,a0591bbda24fa128ac94677173761a97abe42e4eb8197444521aa70ae8dbcec7
Assurance Maladie,Open Medic complementary databases,2021,ATC4,age_sex_region,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2021_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2021_ATC4/NB_2021_atc4_age_sexe_reg.CSV.gz,NB_2021_atc4_age_sexe_reg.CSV.gz,data/raw/open_medic/2021/atc4/NB_2021_atc4_age_sexe_reg.CSV.gz,2026-08-27T12:07:43.254577+00:00,573705,f549f862e7edc17dfffd9e0d0c60852267b10c3105c8524fa1fdd05d2b5de92a
Assurance Maladie,Open Medic complementary databases,2021,ATC4,national,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2021_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2021_ATC4/NB_2021_atc4.CSV.gz,NB_2021_atc4.CSV.gz,data/raw/open_medic/2021/atc4/NB_2021_atc4.CSV.gz,2026-08-27T12:07:42.954708+00:00,16170,4b7658a8891157004f7c3e36d740c71baaf07b66dd3b6952553d14e50f8ffe48
Assurance Maladie,Open Medic complementary databases,2021,ATC4,region,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2021_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2021_ATC4/NB_2021_atc4_reg.CSV.gz,NB_2021_atc4_reg.CSV.gz,data/raw/open_medic/2021/atc4/NB_2021_atc4_reg.CSV.gz,2026-08-27T12:07:43.083198+00:00,128244,ef9d618611f2a13fe02e88aea6ce1710306fce612c6f35f44343b1b00a15874b
Assurance Maladie,Open Medic complementary databases,2021,ATC5,national,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2021_ATC5,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2021_ATC5/NB_2021_atc5.CSV.gz,NB_2021_atc5.CSV.gz,data/raw/open_medic/2021/atc5/NB_2021_atc5.CSV.gz,2026-08-27T12:07:43.327802+00:00,33923,4bbe801966642f5208748b906e01043be16ed33e1b391c0d5eedbaa52bbe1b42
Assurance Maladie,Open Medic complementary databases,2022,ATC4,age_sex,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2022_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2022_ATC4/NB_2022_atc4_age_sexe.CSV.gz,NB_2022_atc4_age_sexe.CSV.gz,data/raw/open_medic/2022/atc4/NB_2022_atc4_age_sexe.CSV.gz,2026-08-27T12:07:43.774762+00:00,77096,45b107a8ee63c5c1c92347d5e23525c4151be6f85b0c40f7bab289a702272779
Assurance Maladie,Open Medic complementary databases,2022,ATC4,age_sex_region,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2022_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2022_ATC4/NB_2022_atc4_age_sexe_reg.CSV.gz,NB_2022_atc4_age_sexe_reg.CSV.gz,data/raw/open_medic/2022/atc4/NB_2022_atc4_age_sexe_reg.CSV.gz,2026-08-27T12:07:43.994380+00:00,617756,a02d64009a11252c74d899d2dee4fdcf04be66e5863f2a489806315418567e55
Assurance Maladie,Open Medic complementary databases,2022,ATC4,national,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2022_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2022_ATC4/NB_2022_atc4.CSV.gz,NB_2022_atc4.CSV.gz,data/raw/open_medic/2022/atc4/NB_2022_atc4.CSV.gz,2026-08-27T12:07:43.719085+00:00,16125,83a3aa8ad4c6085c3fe285a2e7adcec238ffd0b97ebc03014e21d92c774f49cf
Assurance Maladie,Open Medic complementary databases,2022,ATC4,region,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2022_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2022_ATC4/NB_2022_atc4_reg.CSV.gz,NB_2022_atc4_reg.CSV.gz,data/raw/open_medic/2022/atc4/NB_2022_atc4_reg.CSV.gz,2026-08-27T12:07:43.835847+00:00,136637,a564ffce0b65c834847508d01d73e824f253bfcf0a123e104400aa97b2dfb958
Assurance Maladie,Open Medic complementary databases,2022,ATC5,national,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2022_ATC5,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2022_ATC5/NB_2022_atc5.CSV.gz,NB_2022_atc5.CSV.gz,data/raw/open_medic/2022/atc5/NB_2022_atc5.CSV.gz,2026-08-27T12:07:44.062009+00:00,34876,75cb6779a81b20ebda6e7c519a7e47f75d40c9beea83f6c7b2fde247de0266e5
Assurance Maladie,Open Medic complementary databases,2023,ATC4,age_sex,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2023_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2023_ATC4/NB_2023_atc4_age_sexe.CSV.gz,NB_2023_atc4_age_sexe.CSV.gz,data/raw/open_medic/2023/atc4/NB_2023_atc4_age_sexe.CSV.gz,2026-08-27T12:07:44.516851+00:00,77759,182940ed385637af78383cd6683c12829825523af317db55e7272f4e5af102f5
Assurance Maladie,Open Medic complementary databases,2023,ATC4,age_sex_region,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2023_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2023_ATC4/NB_2023_atc4_age_sexe_reg.CSV.gz,NB_2023_atc4_age_sexe_reg.CSV.gz,data/raw/open_medic/2023/atc4/NB_2023_atc4_age_sexe_reg.CSV.gz,2026-08-27T12:07:44.739198+00:00,625031,209e32997ef7b50eea4abe1d9bcacc4c7a71c1a52bc8c6532718d66c92790242
Assurance Maladie,Open Medic complementary databases,2023,ATC4,national,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2023_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2023_ATC4/NB_2023_atc4.CSV.gz,NB_2023_atc4.CSV.gz,data/raw/open_medic/2023/atc4/NB_2023_atc4.CSV.gz,2026-08-27T12:07:44.457107+00:00,16694,da14548711ce7e6c573749f9a6d746cdc2da2bc6c1766332137c240684b62100
Assurance Maladie,Open Medic complementary databases,2023,ATC4,region,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2023_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2023_ATC4/NB_2023_atc4_reg.CSV.gz,NB_2023_atc4_reg.CSV.gz,data/raw/open_medic/2023/atc4/NB_2023_atc4_reg.CSV.gz,2026-08-27T12:07:44.577854+00:00,139056,3f2a6529eb2184ccabfe6da758ab33039526a40d5b245ff0ee746ced03c6a1ed
Assurance Maladie,Open Medic complementary databases,2023,ATC5,national,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2023_ATC5,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2023_ATC5/NB_2023_atc5.CSV.gz,NB_2023_atc5.CSV.gz,data/raw/open_medic/2023/atc5/NB_2023_atc5.CSV.gz,2026-08-27T12:07:44.809761+00:00,35395,0d22ddf0dc8b93b602b1d65465b2c1520103b6915fd178df550ad27b88d414cc
Assurance Maladie,Open Medic complementary databases,2024,ATC4,age_sex,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2024_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2024_ATC4/NB_2024_atc4_age_sexe.CSV.gz,NB_2024_atc4_age_sexe.CSV.gz,data/raw/open_medic/2024/atc4/NB_2024_atc4_age_sexe.CSV.gz,2026-08-27T12:07:45.241509+00:00,78390,1f3ed68d2842f155cc5b221f9f71745f1982f962f28ea8c171f1a4bf47a968f1
Assurance Maladie,Open Medic complementary databases,2024,ATC4,age_sex_region,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2024_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2024_ATC4/NB_2024_atc4_age_sexe_reg.CSV.gz,NB_2024_atc4_age_sexe_reg.CSV.gz,data/raw/open_medic/2024/atc4/NB_2024_atc4_age_sexe_reg.CSV.gz,2026-08-27T12:07:45.508044+00:00,629044,22620efaab67bc3db52fb4249ba7b1faa41fb5869e7decff2377e41be25295ce
Assurance Maladie,Open Medic complementary databases,2024,ATC4,national,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2024_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2024_ATC4/NB_2024_atc4.CSV.gz,NB_2024_atc4.CSV.gz,data/raw/open_medic/2024/atc4/NB_2024_atc4.CSV.gz,2026-08-27T12:07:45.202272+00:00,16722,56681aa93cc1748af89d437d96c2aec14a6e64fe5ff7ca0dcb60a8a546d321b4
Assurance Maladie,Open Medic complementary databases,2024,ATC4,region,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2024_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2024_ATC4/NB_2024_atc4_reg.CSV.gz,NB_2024_atc4_reg.CSV.gz,data/raw/open_medic/2024/atc4/NB_2024_atc4_reg.CSV.gz,2026-08-27T12:07:45.304849+00:00,140006,a6cc235f688098ae0c609e9248726a26c8fbfee11eee8d79b353d63c23cbf87a
Assurance Maladie,Open Medic complementary databases,2024,ATC5,national,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2024_ATC5,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2024_ATC5/NB_2024_atc5.CSV.gz,NB_2024_atc5.CSV.gz,data/raw/open_medic/2024/atc5/NB_2024_atc5.CSV.gz,2026-08-27T12:07:45.576216+00:00,35836,22caac0361f0112322a7d7f7e5bc11ef9d0c82311fc5612104fd4e76ce4758e9
Assurance Maladie,Open Medic complementary databases,2025,ATC4,age_sex,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2025_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2025_ATC4/NB_2025_atc4_age_sexe.CSV.gz,NB_2025_atc4_age_sexe.CSV.gz,data/raw/open_medic/2025/atc4/NB_2025_atc4_age_sexe.CSV.gz,2026-08-27T11:55:05.481482+00:00,80040,e659333066303b07e9f5d8a2eb3e1534d3d403adc895de33b3b91b3de7c4978b
Assurance Maladie,Open Medic complementary databases,2025,ATC4,age_sex_region,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2025_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2025_ATC4/NB_2025_atc4_age_sexe_reg.CSV.gz,NB_2025_atc4_age_sexe_reg.CSV.gz,data/raw/open_medic/2025/atc4/NB_2025_atc4_age_sexe_reg.CSV.gz,2026-08-27T11:55:05.840541+00:00,626537,08221d4d68a1170b39eae9cf163128de3f981bfaf0c7364281705efd6a16b18d
Assurance Maladie,Open Medic complementary databases,2025,ATC4,national,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2025_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2025_ATC4/NB_2025_atc4.CSV.gz,NB_2025_atc4.CSV.gz,data/raw/open_medic/2025/atc4/NB_2025_atc4.CSV.gz,2026-08-27T11:55:05.369016+00:00,16881,334ef5941cb55cef176257977bf3f2b1acc8b9698eaae9a9bab47b484ff223b7
Assurance Maladie,Open Medic complementary databases,2025,ATC4,region,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2025_ATC4,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2025_ATC4/NB_2025_atc4_reg.CSV.gz,NB_2025_atc4_reg.CSV.gz,data/raw/open_medic/2025/atc4/NB_2025_atc4_reg.CSV.gz,2026-08-27T11:55:05.593551+00:00,137575,b18a2e68a02fa96711cd65d640fb180135c58f6035f93075a2f9c919e5b09b3b
Assurance Maladie,Open Medic complementary databases,2025,ATC5,national,https://open-data-assurance-maladie.ameli.fr/medicaments/download2.php?Dir_Rep=2025_ATC5,https://open-data-assurance-maladie.ameli.fr/medicaments/download_file.php?token=149ba81f38e02b3243f48d73318e97bb&file=Open_MEDIC_Bases_Complementaires/2025_ATC5/NB_2025_atc5.CSV.gz,NB_2025_atc5.CSV.gz,data/raw/open_medic/2025/atc5/NB_2025_atc5.CSV.gz,2026-08-27T11:55:05.910345+00:00,35737,599c203fb9f93243513328c6ec21641431da1595360bd278cdb4192c38bbe6f1
